"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00422252","1978-02-09","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  127",",,0","   22",",,0"," -106",",,0",,,,,,,,,"  -78",",,0,0800",,,,,,
"USC00422252","1978-02-10","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","   46",",,0,0800","   46",",,0","  178",",,0","   11",",,0","  -83",",,0",,,,,,,,,"  -39",",,0,0800",,,,,,
"USC00422252","1978-02-11","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","   41",",,0,0800","   41",",,0","  203",",,0","   50",",,0","  -39",",,0",,,,,,,,,"  -11",",,0,0800",,,,,,
"USC00422252","1978-02-12","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  203",",,0","   17",",,0","  -94",",,0",,,,,,,,,"  -83",",,0,0800",,,,,,
"USC00422252","1978-02-13","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  178",",,0","   39",",,0"," -172",",,0",,,,,,,,," -150",",,0,0800",,,,,,
"USC00422252","1978-02-14","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  178",",,0","  -11",",,0"," -161",",,0",,,,,,,,," -144",",,0,0800",,,,,,
"USC00422252","1978-02-15","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  178",",,0","   -6",",,0"," -150",",,0",,,,,,,,," -122",",,0,0800",,,,,,
"USC00422252","1978-02-16","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  178",",,0","  -28",",,0"," -139",",,0",,,,,,,,," -133",",,0,0800",,,,,,
"USC00422252","1978-02-17","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  178",",,0","  -17",",,0"," -183",",,0",,,,,,,,," -161",",,0,0800",,,,,,
"USC00422252","1978-02-18","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  178",",,0","  -33",",,0"," -194",",,0",,,,,,,,," -133",",,0,0800",,,,,,
"USC00422252","1978-02-19","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  178",",,0","  -28",",,0"," -172",",,0",,,,,,,,," -111",",,0,0800",,,,,,
"USC00422252","1978-02-20","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  152",",,0","   33",",,0"," -117",",,0",,,,,,,,,"  -39",",,0,0800",,,,,,
"USC00422252","1978-02-21","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  152",",,0","   28",",,0"," -128",",,0",,,,,,,,," -111",",,0,0800",,,,,,
"USC00422252","1978-02-22","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  152",",,0","   22",",,0"," -144",",,0",,,,,,,,," -122",",,0,0800",,,,,,
"USC00422252","1978-02-23","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  152",",,0","    6",",,0"," -139",",,0",,,,,,,,," -106",",,0,0800",,,,,,
"USC00422252","1978-02-24","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  127",",,0","   -6",",,0"," -150",",,0",,,,,,,,," -139",",,0,0800",,,,,,
"USC00422252","1978-02-25","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  127",",,0","    6",",,0"," -144",",,0",,,,,,,,,"  -11",",,0,0800",,,,,,
"USC00422252","1978-02-26","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  102",",,0","   33",",,0","  -67",",,0",,,,,,,,,"  -39",",,0,0800",,,,,,
"USC00422252","1978-02-27","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  102",",,0","   44",",,0","  -78",",,0",,,,,,,,,"  -22",",,0,0800",,,,,,
"USC00422252","1978-02-28","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","   76",",,0","   33",",,0","  -67",",,0",,,,,,,,,"  -67",",,0,0800",,,,,,
"USC00422252","1978-03-01","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","   15",",,0,0800","    3",",,0","  102",",,0","   56",",,0","  -67",",,0",,,,,,,,,"  -22",",,0,0800",,,,,,
"USC00422252","1978-03-02","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","   76",",I,0","   72",",,0","  -28",",,0",,,,,,,,,"  -17",",,0,0800",,,,,,
"USC00422252","1978-03-03","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","  127",",,0,0800","   13",",I,0","  203",",I,0","   44",",,0","  -61",",,0",,,,,,,,,"  -56",",,0,0800",,,,,,
"USC00422252","1978-03-04","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  203",",,0","  -28",",,0","  -67",",,0",,,,,,,,,"  -33",",,0,0800",,,,,,
"USC00422252","1978-03-05","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  229",",,0","  -11",",,0","  -61",",,0",,,,,,,,,"  -22",",,0,0800",,,,,,
"USC00422252","1978-03-06","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  203",",,0","   39",",,0","  -78",",,0",,,,,,,,,"  -33",",,0,0800",,,,,,
"USC00422252","1978-03-07","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  152",",,0","   33",",,0","  -72",",,0",,,,,,,,,"  -39",",,0,0800",,,,,,
"USC00422252","1978-03-08","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  152",",,0","   83",",,0","  -83",",,0",,,,,,,,,"  -56",",,0,0800",,,,,,
"USC00422252","1978-03-09","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","  102",",,0","   72",",,0","  -56",",,0",,,,,,,,,"  -22",",,0,0800",,,,,,
"USC00422252","1978-03-10","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","   76",",,0","   72",",,0","  -33",",,0",,,,,,,,,"   -6",",,0,0800",,,,,,
"USC00422252","1978-03-11","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","   76",",,0","  100",",,0","  -50",",,0",,,,,,,,,"  -11",",,0,0800",,,,,,
"USC00422252","1978-03-12","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","   38",",,0,0800","    5",",,0","   76",",,0","   94",",,0","  -11",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00422252","1978-03-13","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","   76",",,0","   50",",,0","  -17",",,0",,,,,,,,,"    0",",,0,0800",,,,,,
"USC00422252","1978-03-14","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","   76",",,0","   33",",,0","  -39",",,0",,,,,,,,,"  -11",",,0,0800",,,,,,
"USC00422252","1978-03-15","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","   51",",,0","   17",",,0","  -89",",,0",,,,,,,,,"  -39",",,0,0800",,,,,,
"USC00422252","1978-03-16","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","   51",",,0","   33",",,0","  -61",",,0",,,,,,,,,"  -17",",,0,0800",,,,,,
"USC00422252","1978-03-17","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","   25",",,0","   83",",,0","  -50",",,0",,,,,,,,,"  -11",",,0,0800",,,,,,
"USC00422252","1978-03-18","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  117",",,0","  -22",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00422252","1978-03-19","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  167",",,0","   22",",,0",,,,,,,,,"   72",",,0,0800",,,,,,
"USC00422252","1978-03-20","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  139",",,0","   -6",",,0",,,,,,,,,"   11",",,0,0800",,,,,,
"USC00422252","1978-03-21","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  161",",,0","  -11",",,0",,,,,,,,,"   17",",,0,0800",,,,,,
"USC00422252","1978-03-22","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    8",",,0,0800","    0",",,0","    0",",,0","  167",",,0","   22",",,0",,,,,,,,,"   50",",,0,0800",,,,,,
"USC00422252","1978-03-23","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","   15",",,0,0800","    0",",,0","    0",",,0","   94",",,0","    0",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00422252","1978-03-24","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","   38",",,0,0800","    0",",,0","    0",",,0","  128",",,0","   11",",,0",,,,,,,,,"   33",",,0,0800",,,,,,
"USC00422252","1978-03-25","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  106",",,0","  -28",",,0",,,,,,,,,"   11",",,0,0800",,,,,,
"USC00422252","1978-03-26","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0",,,"  -22",",,0",,,,,,,,,,,,,,,,
"USC00422252","1978-03-27","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  161",",,0",,,,,,,,,,,"   44",",,0,0800",,,,,,
"USC00422252","1978-03-28","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  167",",,0","   22",",,0",,,,,,,,,"   56",",,0,0800",,,,,,
"USC00422252","1978-03-29","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  200",",,0","   22",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00422252","1978-03-30","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  206",",,0","   22",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00422252","1978-03-31","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  200",",,0","   39",",,0",,,,,,,,,"   83",",,0,0800",,,,,,
"USC00422252","1978-04-01","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","   51",",,0,0800","    0",",,0","    0",",,0","  206",",,0","   28",",,0",,,,,,,,,"   33",",,0,0800",,,"    1",",,0",,
"USC00422252","1978-04-02","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  128",",,0","    6",",,0",,,,,,,,,"   89",",,0,0800",,,,,,
"USC00422252","1978-04-03","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0","T,,0,0800","    0",",,0","    0",",,0","  128",",,0","  -11",",,0",,,,,,,,,"   11",",,0,0800",,,,,,
"USC00422252","1978-04-04","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  117",",,0","  -11",",,0",,,,,,,,,"   22",",,0,0800",,,,,,
"USC00422252","1978-04-05","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    5",",,0,0800","    0",",,0","    0",",,0","  161",",,0","   22",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00422252","1978-04-06","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  111",",,0","  -11",",,0",,,,,,,,,"   28",",,0,0800",,,,,,
"USC00422252","1978-04-07","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  172",",,0","   28",",,0",,,,,,,,,"  106",",,0,0800",,,,,,
"USC00422252","1978-04-08","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  183",",,0","    6",",,0",,,,,,,,,"   72",",,0,0800",,,,,,
"USC00422252","1978-04-09","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  156",",,0","   33",",,0",,,,,,,,,"   89",",,0,0800",,,,,,
"USC00422252","1978-04-10","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  161",",,0","   -6",",,0",,,,,,,,,"   89",",,0,0800",,,,,,
"USC00422252","1978-04-11","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  178",",,0","   50",",,0",,,,,,,,,"   89",",,0,0800",,,,,,
"USC00422252","1978-04-12","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  200",",,0","   28",",,0",,,,,,,,,"   72",",,0,0800",,,,,,
"USC00422252","1978-04-13","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  161",",,0","   44",",,0",,,,,,,,,"   67",",,0,0800",,,,,,
"USC00422252","1978-04-14","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","  102",",,0,0800","    0",",,0","    0",",,0","   72",",,0","   17",",,0",,,,,,,,,"   50",",,0,0800",,,"    1",",,0",,
"USC00422252","1978-04-15","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0","T,,0,0800","    0",",,0","    0",",,0","  128",",,0","   39",",,0",,,,,,,,,"   50",",,0,0800",,,,,,
"USC00422252","1978-04-16","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0","T,,0,0800","    0",",,0","    0",",,0","  144",",,0","   11",",,0",,,,,,,,,"  106",",,0,0800","    1",",,0",,,,
"USC00422252","1978-04-17","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0","T,,0,0800","    0",",,0","    0",",,0","  117",",,0","  -28",",,0",,,,,,,,,"    0",",,0,0800",,,,,,
"USC00422252","1978-04-18","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   61",",,0","   -6",",,0",,,,,,,,,"   39",",,0,0800",,,,,,
"USC00422252","1978-04-19","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  139",",,0","  -17",",,0",,,,,,,,,"   28",",,0,0800",,,,,,
"USC00422252","1978-04-20","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  144",",,0","    0",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00422252","1978-04-21","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  189",",,0","   17",",,0",,,,,,,,,"   33",",,0,0800",,,,,,
"USC00422252","1978-04-22","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   83",",,0","  -17",",,0",,,,,,,,,"   33",",,0,0800",,,,,,
"USC00422252","1978-04-23","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  100",",,0","  -22",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00422252","1978-04-24","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  161",",,0","    6",",,0",,,,,,,,,"   78",",,0,0800",,,,,,
"USC00422252","1978-04-25","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  189",",,0","   67",",,0",,,,,,,,,"  100",",,0,0800",,,,,,
"USC00422252","1978-04-26","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","   38",",,0,0800","    0",",,0","    0",",,0","  200",",,0","   56",",,0",,,,,,,,,"   89",",,0,0800",,,,,,
"USC00422252","1978-04-27","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","   15",",,0,0800","    0",",,0","    0",",,0","  150",",,0","   50",",,0",,,,,,,,,"   56",",,0,0800",,,,,,
"USC00422252","1978-04-28","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  150",",,0","   33",",,0",,,,,,,,,"  111",",,0,0800",,,,,,
"USC00422252","1978-04-29","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  156",",,0","   11",",,0",,,,,,,,,"  111",",,0,0800",,,,,,
"USC00422252","1978-04-30","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","   89",",,0,0800","    0",",,0","    0",",,0","  161",",,0","   39",",,0",,,,,,,,,"  122",",,0,0800","    1",",,0",,,,
"USC00422252","1978-05-01","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  156",",,0","   39",",,0",,,,,,,,,"   67",",,0,0800","    1",",,0",,,,
"USC00422252","1978-05-02","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","   51",",,0,0800","    0",",,0","    0",",,0","  161",",,0","   56",",,0",,,,,,,,,"   72",",,0,0800","    1",",,0",,,,
"USC00422252","1978-05-03","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  161",",,0","   67",",,0",,,,,,,,,"  100",",,0,0800",,,,,,
"USC00422252","1978-05-04","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  178",",,0","   28",",,0",,,,,,,,,"   56",",,0,0800",,,,,,
"USC00422252","1978-05-05","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  117",",,0","  -17",",,0",,,,,,,,,"   -6",",,0,0800",,,,,,
"USC00422252","1978-05-06","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0","T,,0,0800","    0",",,0","    0",",,0","   83",",,0","   -6",",,0",,,,,,,,,"   22",",,0,0800",,,,,,
"USC00422252","1978-05-07","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","   13",",,0,0800","    0",",,0","    0",",,0","   94",",,0","    0",",,0",,,,,,,,,"   22",",,0,0800",,,,,,
"USC00422252","1978-05-08","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  117",",,0","   28",",,0",,,,,,,,,"   67",",,0,0800",,,,,,
"USC00422252","1978-05-09","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  144",",,0","   -6",",,0",,,,,,,,,"   22",",,0,0800",,,,,,
"USC00422252","1978-05-10","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  189",",,0","   17",",,0",,,,,,,,,"   83",",,0,0800",,,,,,
"USC00422252","1978-05-11","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  228",",,0","   56",",,0",,,,,,,,,"   89",",,0,0800",,,,,,
"USC00422252","1978-05-12","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  206",",,0","   44",",,0",,,,,,,,,"   72",",,0,0800",,,,,,
"USC00422252","1978-05-13","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  194",",,0","   44",",,0",,,,,,,,,"  128",",,0,0800",,,,,,
"USC00422252","1978-05-14","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  267",",,0","   50",",,0",,,,,,,,,"  206",",,0,0800",,,,,,
"USC00422252","1978-05-15","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  294",",,0","   89",",,0",,,,,,,,,"  128",",,0,0800",,,,,,
"USC00422252","1978-05-16","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  278",",,0","   61",",,0",,,,,,,,,"   89",",,0,0800",,,,,,
"USC00422252","1978-05-17","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","   18",",,0,0800","    0",",,0","    0",",,0","  128",",,0","   17",",,0",,,,,,,,,"   50",",,0,0800",,,,,,
"USC00422252","1978-05-18","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  133",",,0","   44",",,0",,,,,,,,,"   72",",,0,0800",,,,,,
"USC00422252","1978-05-19","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  167",",,0","    6",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00422252","1978-05-20","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  194",",,0","   28",",,0",,,,,,,,,"   78",",,0,0800",,,,,,
"USC00422252","1978-05-21","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  239",",,0","   78",",,0",,,,,,,,,"  167",",,0,0800","    1",",,0",,,,
"USC00422252","1978-05-22","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    5",",,0,0800","    0",",,0","    0",",,0","  217",",,0","   39",",,0",,,,,,,,,"   72",",,0,0800","    1",",,0",,,,
"USC00422252","1978-05-23","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  261",",,0","   67",",,0",,,,,,,,,"   83",",,0,0800","    1",",,0",,,,
"USC00422252","1978-05-24","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  256",",,0","   56",",,0",,,,,,,,,"  122",",,0,0800",,,,,,
"USC00422252","1978-05-25","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  200",",,0","   17",",,0",,,,,,,,,"   67",",,0,0800",,,,,,
"USC00422252","1978-05-26","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  217",",,0","   61",",,0",,,,,,,,,"  106",",,0,0800",,,,,,
"USC00422252","1978-05-27","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  222",",,0","   61",",,0",,,,,,,,,"  117",",,0,0800",,,,,,
"USC00422252","1978-05-28","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  200",",,0","   44",",,0",,,,,,,,,"  156",",,0,0800",,,,,,
"USC00422252","1978-05-29","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  244",",,0","   61",",,0",,,,,,,,,"  117",",,0,0800",,,,,,
"USC00422252","1978-05-30","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  256",",,0","   72",",,0",,,,,,,,,"   78",",,0,0800",,,,,,
"USC00422252","1978-05-31","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  194",",,0","    6",",,0",,,,,,,,,"   28",",,0,0800",,,,,,
"USC00422252","1978-06-01","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  183",",,0","   11",",,0",,,,,,,,,"   39",",,0,0800",,,,,,
"USC00422252","1978-06-02","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  206",",,0","   39",",,0",,,,,,,,,"   72",",,0,0800",,,,,,
"USC00422252","1978-06-03","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  222",",,0","   72",",,0",,,,,,,,,"  106",",,0,0800",,,,,,
"USC00422252","1978-06-04","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  244",",,0","   61",",,0",,,,,,,,,"  167",",,0,0800","    1",",,0",,,,
"USC00422252","1978-06-05","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","  109",",,0,0800","    0",",,0","    0",",,0","  200",",,0","   78",",,0",,,,,,,,,"   89",",,0,0800","    1",",,0",,,,
"USC00422252","1978-06-06","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0","T,,0,0800","    0",",,0","    0",",,0","  194",",,0","   72",",,0",,,,,,,,,"  111",",,0,0800",,,,,,
"USC00422252","1978-06-07","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  267",",,0","  100",",,0",,,,,,,,,"  139",",,0,0800",,,,,,
"USC00422252","1978-06-08","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  272",",,0","   94",",,0",,,,,,,,,"  122",",,0,0800",,,,,,
"USC00422252","1978-06-09","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  294",",,0","  106",",,0",,,,,,,,,"  139",",,0,0800",,,,,,
"USC00422252","1978-06-10","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  306",",,0","  106",",,0",,,,,,,,,"  217",",,0,0800",,,,,,
"USC00422252","1978-06-11","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  294",",,0","   89",",,0",,,,,,,,,"  183",",,0,0800",,,,,,
