"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00423182","1956-04-24","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  189",",,0","   89",",,0",,,,,,,,,"  117",",,0",,,,,,,,,,,,
"USC00423182","1956-04-25","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  211",",,0","  122",",,0",,,,,,,,,"  133",",,0",,,,,,,,,,,,
"USC00423182","1956-04-26","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  200",",,0","   44",",,0",,,,,,,,,"   67",",,0",,,,,,,,,,,,
"USC00423182","1956-04-27","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","   53",",,0","    0",",,0","    0",",,0","  117",",,0","   56",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1956-04-28","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    8",",,0","    0",",,0","    0",",,0","  111",",,0","   33",",,0",,,,,,,,,"   56",",,0",,,,,,,,,,,,
"USC00423182","1956-04-29","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    5",",,0","    0",",,0","    0",",,0","  106",",,0","   50",",,0",,,,,,,,,"  106",",,0",,,,,,,,,,,,
"USC00423182","1956-04-30","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  178",",,0","   56",",,0",,,,,,,,,"  106",",,0",,,,,,,,,,,,
"USC00423182","1956-05-01","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  200",",,0","   67",",,0",,,,,,,,,"  150",",,0",,,,,,,,,,,,
"USC00423182","1956-05-02","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  239",",,0","   94",",,0",,,,,,,,,"  144",",,0",,,,,,,,,,,,
"USC00423182","1956-05-03","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","   94",",,0",,,,,,,,,"  206",",,0",,,,,,,,,,,,
"USC00423182","1956-05-04","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  233",",,0","   67",",,0",,,,,,,,,"  106",",,0",,,,,,,,,,,,
"USC00423182","1956-05-05","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","  100",",,0",,,,,,,,,"  122",",,0",,,,,,,,,,,,
"USC00423182","1956-05-06","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  250",",,0","  106",",,0",,,,,,,,,"  139",",,0",,,,,,,,,,,,
"USC00423182","1956-05-07","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  244",",,0","  133",",,0",,,,,,,,,"  156",",,0",,,,,,,,,,,,
"USC00423182","1956-05-08","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","   94",",,0",,,,,,,,,"  167",",,0",,,,,,,,,,,,
"USC00423182","1956-05-09","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    8",",,0","    0",",,0","    0",",,0","  211",",,0","   56",",,0",,,,,,,,,"   67",",I,0",,,,,,,,,,,,
"USC00423182","1956-05-10","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  156",",,0","   78",",I,0",,,,,,,,,"  122",",I,0",,,,,,,,,,,,
"USC00423182","1956-05-11","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  111",",I,0","   56",",,0",,,,,,,,,"   89",",,0",,,,,,,,,,,,
"USC00423182","1956-05-12","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  111",",,0","   17",",,0",,,,,,,,,"   44",",,0",,,,,,,,,,,,
"USC00423182","1956-05-13","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  111",",,0","   22",",,0",,,,,,,,,"   22",",,0",,,,,,,,,,,,
"USC00423182","1956-05-14","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  156",",,0","   22",",,0",,,,,,,,,"   94",",,0",,,,,,,,,,,,
"USC00423182","1956-05-15","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  200",",,0","   78",",,0",,,,,,,,,"  144",",,0",,,,,,,,,,,,
"USC00423182","1956-05-16","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  256",",,0","  106",",,0",,,,,,,,,"  156",",,0",,,,,,,,,,,,
"USC00423182","1956-05-17","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  300",",,0","  144",",,0",,,,,,,,,"  161",",,0",,,,,,,,,,,,
"USC00423182","1956-05-18","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  300",",,0","  133",",,0",,,,,,,,,"  300",",,0",,,,,,,,,,,,
"USC00423182","1956-05-19","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  294",",,0","  156",",,0",,,,,,,,,"  211",",,0",,,,,,,,,,,,
"USC00423182","1956-05-20","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  278",",,0","  133",",,0",,,,,,,,,"  222",",,0",,,,,,,,,,,,
"USC00423182","1956-05-21","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  250",",,0","  150",",,0",,,,,,,,,"  178",",,0",,,,,,,,,,,,
"USC00423182","1956-05-22","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  217",",,0","  133",",,0",,,,,,,,,"  189",",,0",,,,,,,,,,,,
"USC00423182","1956-05-23","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","   23",",,0","    0",",,0","    0",",,0","  278",",,0","  150",",,0",,,,,,,,,"  222",",,0",,,,,,,,,,,,
"USC00423182","1956-05-24","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  289",",,0","  133",",,0",,,,,,,,,"  144",",,0",,,,,,,,,,,,
"USC00423182","1956-05-25","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  283",",,0","  150",",,0",,,,,,,,,"  189",",,0",,,,,,,,,,,,
"USC00423182","1956-05-26","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1956-05-27","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","   23",",,0","    0",",,0","    0",",,0","  244",",,0","  122",",,0",,,,,,,,,"  206",",,0",,,,,,,,,,,,
"USC00423182","1956-05-28","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","   38",",,0","    0",",,0","    0",",,0","  206",",,0","   89",",,0",,,,,,,,,"  122",",,0",,,,,,,,,,,,
"USC00423182","1956-05-29","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  239",",,0","  106",",,0",,,,,,,,,"  200",",,0",,,,,,,,,,,,
"USC00423182","1956-05-30","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  317",",,0","  139",",,0",,,,,,,,,"  211",",,0",,,,,,,,,,,,
"USC00423182","1956-05-31","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  333",",,0","  144",",,0",,,,,,,,,"  189",",,0",,,,,,,,,,,,
"USC00423182","1956-06-01","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  317",",,0",,,,,,,,,,,"  222",",,0",,,,,,,,,,,,
"USC00423182","1956-06-02","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  278",",,0",,,,,,,,,,,"  178",",,0",,,,,,,,,,,,
"USC00423182","1956-06-03","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  294",",,0",,,,,,,,,,,"  183",",,0",,,,,,,,,,,,
"USC00423182","1956-06-04","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  233",",,0",,,,,,,,,,,"  156",",,0",,,,,,,,,,,,
"USC00423182","1956-06-05","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  244",",,0",,,,,,,,,,,"  156",",,0",,,,,,,,,,,,
"USC00423182","1956-06-06","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  256",",,0",,,,,,,,,,,"  200",",,0",,,,,,,,,,,,
"USC00423182","1956-06-07","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  306",",,0",,,,,,,,,,,"  211",",,0",,,,,,,,,,,,
"USC00423182","1956-06-08","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  333",",,0",,,,,,,,,,,"  228",",,0",,,,,,,,,,,,
"USC00423182","1956-06-09","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  344",",,0",,,,,,,,,,,"  228",",,0",,,,,,,,,,,,
"USC00423182","1956-06-10","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  339",",,0",,,,,,,,,,,"  228",",,0",,,,,,,,,,,,
"USC00423182","1956-06-11","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  333",",,0",,,,,,,,,,,"  233",",,0",,,,,,,,,,,,
"USC00423182","1956-06-12","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  350",",,0",,,,,,,,,,,"  250",",,0",,,,,,,,,,,,
"USC00423182","1956-06-13","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  333",",,0",,,,,,,,,,,"  217",",,0",,,,,,,,,,,,
"USC00423182","1956-06-14","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0","T,,0","    0",",,0","    0",",,0","  317",",,0",,,,,,,,,,,"  178",",,0",,,,,,,,,,,,
"USC00423182","1956-06-15","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  194",",,0",,,,,,,,,,,"  128",",,0",,,,,,,,,,,,
"USC00423182","1956-06-16","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  211",",,0",,,,,,,,,,,"  172",",,0",,,,,,,,,,,,
"USC00423182","1956-06-17","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  250",",,0",,,,,,,,,,,"  178",",,0",,,,,,,,,,,,
"USC00423182","1956-06-18","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0",,,,,,,,,,,"  217",",,0",,,,,,,,,,,,
"USC00423182","1956-06-19","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  328",",,0",,,,,,,,,,,"  200",",,0",,,,,,,,,,,,
"USC00423182","1956-06-20","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  256",",,0",,,,,,,,,,,"  156",",,0",,,,,,,,,,,,
"USC00423182","1956-06-21","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  239",",,0",,,,,,,,,,,"  183",",,0",,,,,,,,,,,,
"USC00423182","1956-06-22","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  272",",,0",,,,,,,,,,,"  206",",,0",,,,,,,,,,,,
"USC00423182","1956-06-23","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  328",",,0",,,,,,,,,,,"  233",",,0",,,,,,,,,,,,
"USC00423182","1956-06-24","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  317",",,0",,,,,,,,,,,"  217",",,0",,,,,,,,,,,,
"USC00423182","1956-06-25","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  294",",,0",,,,,,,,,,,"  206",",,0",,,,,,,,,,,,
"USC00423182","1956-06-26","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  289",",,0",,,,,,,,,,,"  206",",,0",,,,,,,,,,,,
"USC00423182","1956-06-27","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  317",",,0",,,,,,,,,,,"  222",",,0",,,,,,,,,,,,
"USC00423182","1956-06-28","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  339",",,0",,,,,,,,,,,"  256",",,0",,,,,,,,,,,,
"USC00423182","1956-06-29","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  350",",,0",,,,,,,,,,,"  211",",,0",,,,,,,,,,,,
"USC00423182","1956-06-30","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  289",",,0",,,,,,,,,,,"  233",",,0",,,,,,,,,,,,
"USC00423182","1956-07-01","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  244",",,0",,,,,,,,,,,"  211",",,0",,,,,,,,,,,,
"USC00423182","1956-07-02","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  272",",,0",,,,,,,,,,,"  172",",,0",,,,,,,,,,,,
"USC00423182","1956-07-03","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0",,,,,,,,,,,"  189",",,0",,,,,,,,,,,,
"USC00423182","1956-07-04","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  317",",,0",,,,,,,,,,,"  222",",,0",,,,,,,,,,,,
"USC00423182","1956-07-05","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  333",",,0",,,,,,,,,,,"  222",",,0",,,,,,,,,,,,
"USC00423182","1956-07-06","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0",,,,,,,,,,,"  244",",,0",,,,,,,,,,,,
"USC00423182","1956-07-07","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  311",",,0",,,,,,,,,,,"  233",",,0",,,,,,,,,,,,
"USC00423182","1956-07-08","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  328",",,0",,,,,,,,,,,"  244",",,0",,,,,,,,,,,,
"USC00423182","1956-07-09","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  378",",,0",,,,,,,,,,,"  267",",,0",,,,,,,,,,,,
"USC00423182","1956-07-10","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  356",",,0",,,,,,,,,,,"  244",",,0",,,,,,,,,,,,
"USC00423182","1956-07-11","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0",,,,,,,,,,,"  250",",,0",,,,,,,,,,,,
"USC00423182","1956-07-12","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  344",",,0",,,,,,,,,,,"  228",",,0",,,,,,,,,,,,
"USC00423182","1956-07-13","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  306",",,0",,,,,,,,,,,"  222",",,0",,,,,,,,,,,,
"USC00423182","1956-07-14","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  306",",,0",,,,,,,,,,,"  267",",,0",,,,,,,,,,,,
"USC00423182","1956-07-15","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0",,,,,,,,,,,"  211",",,0",,,,,,,,,,,,
"USC00423182","1956-07-16","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  350",",,0",,,,,,,,,,,"  228",",,0",,,,,,,,,,,,
"USC00423182","1956-07-17","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  339",",,0",,,,,,,,,,,"  244",",,0",,,,,,,,,,,,
"USC00423182","1956-07-18","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  333",",,0",,,,,,,,,,,"  244",",,0",,,,,,,,,,,,
"USC00423182","1956-07-19","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  333",",,0",,,,,,,,,,,"  278",",,0",,,,,,,,,,,,
"USC00423182","1956-07-20","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  344",",,0",,,,,,,,,,,"  278",",,0",,,,,,,,,,,,
"USC00423182","1956-07-21","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  356",",,0",,,,,,,,,,,"  267",",,0",,,,,,,,,,,,
"USC00423182","1956-07-22","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  311",",,0",,,,,,,,,,,"  250",",,0",,,,,,,,,,,,
"USC00423182","1956-07-23","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  328",",,0",,,,,,,,,,,"  250",",,0",,,,,,,,,,,,
"USC00423182","1956-07-24","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  356",",,0",,,,,,,,,,,"  211",",,0",,,,,,,,,,,,
"USC00423182","1956-07-25","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0",,,,,,,,,,,"  222",",,0",,,,,,,,,,,,
"USC00423182","1956-07-26","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  300",",,0",,,,,,,,,,,"  256",",,0",,,,,,,,,,,,
"USC00423182","1956-07-27","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  344",",,0",,,,,,,,,,,"  267",",,0",,,,,,,,,,,,
"USC00423182","1956-07-28","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0",,,,,,,,,,,"  267",",,0",,,,,,,,,,,,
"USC00423182","1956-07-29","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  289",",,0",,,,,,,,,,,"  267",",,0",,,,,,,,,,,,
"USC00423182","1956-07-30","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  283",",,0",,,,,,,,,,,"  233",",,0",,,,,,,,,,,,
"USC00423182","1956-07-31","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  289",",,0",,,,,,,,,,,"  222",",,0",,,,,,,,,,,,
"USC00423182","1956-08-01","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0",,,,,,,,,,,"  233",",,0",,,,,,,,,,,,
"USC00423182","1956-08-02","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  289",",,0","  117",",,0",,,,,,,,,"  256",",,0",,,,,,,,,,,,
"USC00423182","1956-08-03","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  300",",,0","  139",",,0",,,,,,,,,"  200",",,0",,,,,,,,,,,,
"USC00423182","1956-08-04","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  311",",,0","  150",",,0",,,,,,,,,"  211",",,0",,,,,,,,,,,,
"USC00423182","1956-08-05","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  311",",,0","  128",",,0",,,,,,,,,"  211",",,0",,,,,,,,,,,,
"USC00423182","1956-08-06","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0","  139",",,0",,,,,,,,,"  200",",,0",,,,,,,,,,,,
"USC00423182","1956-08-07","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","  150",",,0",,,,,,,,,"  178",",,0",,,,,,,,,,,,
"USC00423182","1956-08-08","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  333",",,0","  122",",,0",,,,,,,,,"  178",",,0",,,,,,,,,,,,
"USC00423182","1956-08-09","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0","  144",",,0",,,,,,,,,"  211",",,0",,,,,,,,,,,,
"USC00423182","1956-08-10","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  306",",,0","  111",",,0",,,,,,,,,"  206",",,0",,,,,,,,,,,,
"USC00423182","1956-08-11","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  317",",,0","  139",",,0",,,,,,,,,"  222",",,0",,,,,,,,,,,,
"USC00423182","1956-08-12","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  328",",,0","  183",",,0",,,,,,,,,"  289",",,0",,,,,,,,,,,,
"USC00423182","1956-08-13","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  333",",,0","  178",",,0",,,,,,,,,"  178",",,0",,,,,,,,,,,,
"USC00423182","1956-08-14","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  300",",,0","  178",",,0",,,,,,,,,"  244",",,0",,,,,,,,,,,,
"USC00423182","1956-08-15","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  317",",,0",,,,,,,,,,,"  194",",,0",,,,,,,,,,,,
"USC00423182","1956-08-16","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    8",",,0","    0",",,0","    0",",,0","  244",",,0",,,,,,,,,,,"  194",",,0",,,,,,,,,,,,
"USC00423182","1956-08-17","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  317",",,0",,,,,,,,,,,"  200",",,0",,,,,,,,,,,,
"USC00423182","1956-08-18","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  300",",,0",,,,,,,,,,,"  178",",,0",,,,,,,,,,,,
"USC00423182","1956-08-19","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0",,,,,,,,,,,"  200",",,0",,,,,,,,,,,,
"USC00423182","1956-08-20","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1956-08-21","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0",,,,,,,,,,,"  233",",,0",,,,,,,,,,,,
"USC00423182","1956-08-22","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  344",",,0",,,,,,,,,,,"  233",",,0",,,,,,,,,,,,
"USC00423182","1956-08-23","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  344",",,0",,,,,,,,,,,"  233",",,0",,,,,,,,,,,,
"USC00423182","1956-08-24","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  372",",,0",,,,,,,,,,,"  233",",,0",,,,,,,,,,,,
"USC00423182","1956-08-25","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  350",",,0",,,,,,,,,,,"  222",",,0",,,,,,,,,,,,
"USC00423182","1956-08-26","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0",,,,,,,,,,,"  150",",,0",,,,,,,,,,,,
"USC00423182","1956-08-27","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  250",",,0",,,,,,,,,,,"  167",",,0",,,,,,,,,,,,
"USC00423182","1956-08-28","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0",,,,,,,,,,,"  178",",,0",,,,,,,,,,,,
"USC00423182","1956-08-29","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  261",",,0",,,,,,,,,,,"  189",",,0",,,,,,,,,,,,
"USC00423182","1956-08-30","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  256",",,0",,,,,,,,,,,"  156",",,0",,,,,,,,,,,,
"USC00423182","1956-08-31","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  211",",,0",,,,,,,,,,,"  133",",,0",,,,,,,,,,,,
"USC00423182","1956-09-01","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  300",",,0","  100",",,0",,,,,,,,,,,,,,,,,,,,,,
